driver_race,location,n_arrests,n_stops
White drivers,30065,6.0,2678.0
Black drivers,30065,0.0,13.0
Hispanic drivers,30065,1.0,46.0
White drivers,30067,15.0,12843.0
Black drivers,30067,0.0,138.0
Hispanic drivers,30067,1.0,264.0
White drivers,30071,6.0,2081.0
Black drivers,30071,0.0,20.0
Hispanic drivers,30071,1.0,20.0
White drivers,30073,99.0,5808.0
Black drivers,30073,1.0,65.0
Hispanic drivers,30073,1.0,96.0
White drivers,30075,11.0,1817.0
Black drivers,30075,0.0,64.0
Hispanic drivers,30075,0.0,90.0
White drivers,30077,2368.0,15651.0
Black drivers,30077,34.0,219.0
Hispanic drivers,30077,26.0,266.0
White drivers,30079,0.0,1423.0
Black drivers,30079,0.0,36.0
Hispanic drivers,30079,0.0,73.0
White drivers,30081,207.0,18070.0
Black drivers,30081,0.0,71.0
Hispanic drivers,30081,1.0,183.0
White drivers,30083,18.0,9576.0
Black drivers,30083,0.0,179.0
Hispanic drivers,30083,1.0,483.0
White drivers,30085,5.0,6255.0
Black drivers,30085,0.0,121.0
Hispanic drivers,30085,0.0,201.0
White drivers,30087,379.0,9103.0
Black drivers,30087,7.0,136.0
Hispanic drivers,30087,13.0,221.0
White drivers,30089,27.0,7252.0
Black drivers,30089,1.0,22.0
Hispanic drivers,30089,0.0,50.0
White drivers,30091,5.0,2222.0
Black drivers,30091,0.0,24.0
Hispanic drivers,30091,0.0,53.0
White drivers,30093,240.0,13200.0
Black drivers,30093,4.0,145.0
Hispanic drivers,30093,3.0,249.0
White drivers,30095,15.0,7162.0
Black drivers,30095,2.0,111.0
Hispanic drivers,30095,5.0,222.0
White drivers,30097,24.0,2986.0
Black drivers,30097,0.0,69.0
Hispanic drivers,30097,1.0,91.0
White drivers,30099,1.0,1886.0
Black drivers,30099,0.0,13.0
Hispanic drivers,30099,0.0,20.0
White drivers,30101,261.0,4975.0
Black drivers,30101,4.0,49.0
Hispanic drivers,30101,1.0,77.0
White drivers,30103,39.0,1286.0
Black drivers,30103,1.0,27.0
Hispanic drivers,30103,0.0,47.0
White drivers,30105,1.0,4869.0
Black drivers,30105,0.0,60.0
Hispanic drivers,30105,1.0,84.0
White drivers,30107,4.0,1584.0
Black drivers,30107,1.0,30.0
Hispanic drivers,30107,0.0,26.0
White drivers,30109,1.0,885.0
Black drivers,30109,0.0,24.0
Hispanic drivers,30109,0.0,24.0
White drivers,30111,274.0,38052.0
Black drivers,30111,12.0,624.0
Hispanic drivers,30111,30.0,1275.0
White drivers,A1,565.0,59505.0
Black drivers,A1,49.0,5153.0
Hispanic drivers,A1,35.0,1299.0
White drivers,A2,221.0,20637.0
Black drivers,A2,523.0,27383.0
Hispanic drivers,A2,39.0,1085.0
White drivers,A3,139.0,38663.0
Black drivers,A3,112.0,18839.0
Hispanic drivers,A3,20.0,1458.0
White drivers,A4,547.0,59588.0
Black drivers,A4,342.0,23576.0
Hispanic drivers,A4,73.0,5227.0
White drivers,A5,397.0,46182.0
Black drivers,A5,426.0,33704.0
Hispanic drivers,A5,113.0,4585.0
White drivers,A6,250.0,32536.0
Black drivers,A6,93.0,10791.0
Hispanic drivers,A6,25.0,1971.0
White drivers,A7,348.0,26367.0
Black drivers,A7,189.0,13114.0
Hispanic drivers,A7,109.0,3727.0
White drivers,A8,1049.0,38347.0
Black drivers,A8,144.0,4925.0
Hispanic drivers,A8,59.0,1575.0
White drivers,A9,0.0,437.0
Black drivers,A9,0.0,247.0
Hispanic drivers,A9,1.0,9.0
White drivers,B1,95.0,11192.0
Black drivers,B1,78.0,9150.0
Hispanic drivers,B1,16.0,1237.0
White drivers,B2,203.0,21947.0
Black drivers,B2,195.0,13557.0
Hispanic drivers,B2,360.0,10450.0
White drivers,B3,630.0,33575.0
Black drivers,B3,204.0,8353.0
Hispanic drivers,B3,87.0,2383.0
White drivers,B4,514.0,47325.0
Black drivers,B4,291.0,19004.0
Hispanic drivers,B4,257.0,10073.0
White drivers,B5,191.0,51871.0
Black drivers,B5,177.0,28985.0
Hispanic drivers,B5,38.0,5275.0
White drivers,B6,1340.0,76372.0
Black drivers,B6,224.0,17987.0
Hispanic drivers,B6,130.0,4334.0
White drivers,B7,164.0,24132.0
Black drivers,B7,352.0,20356.0
Hispanic drivers,B7,174.0,7728.0
White drivers,B8,461.0,52036.0
Black drivers,B8,448.0,36175.0
Hispanic drivers,B8,114.0,7660.0
White drivers,C1,288.0,32182.0
Black drivers,C1,527.0,35359.0
Hispanic drivers,C1,81.0,3803.0
White drivers,C2,268.0,17815.0
Black drivers,C2,164.0,10327.0
Hispanic drivers,C2,167.0,5118.0
White drivers,C3,627.0,74289.0
Black drivers,C3,369.0,47620.0
Hispanic drivers,C3,162.0,11947.0
White drivers,C4,346.0,28577.0
Black drivers,C4,770.0,29797.0
Hispanic drivers,C4,128.0,4634.0
White drivers,C5,143.0,17945.0
Black drivers,C5,159.0,15012.0
Hispanic drivers,C5,100.0,4484.0
White drivers,C6,443.0,47286.0
Black drivers,C6,206.0,20186.0
Hispanic drivers,C6,258.0,8006.0
White drivers,C7,487.0,26369.0
Black drivers,C7,749.0,27907.0
Hispanic drivers,C7,634.0,6618.0
White drivers,C8,78.0,23474.0
Black drivers,C8,222.0,27658.0
Hispanic drivers,C8,10.0,1928.0
White drivers,D1,131.0,28138.0
Black drivers,D1,71.0,11878.0
Hispanic drivers,D1,42.0,6001.0
White drivers,D2,857.0,44604.0
Black drivers,D2,753.0,35943.0
Hispanic drivers,D2,256.0,5542.0
White drivers,D3,399.0,30282.0
Black drivers,D3,169.0,10575.0
Hispanic drivers,D3,75.0,2451.0
White drivers,D4,110.0,15349.0
Black drivers,D4,76.0,7670.0
Hispanic drivers,D4,9.0,1054.0
White drivers,D5,290.0,33162.0
Black drivers,D5,143.0,16209.0
Hispanic drivers,D5,71.0,3691.0
White drivers,D6,539.0,55224.0
Black drivers,D6,171.0,15022.0
Hispanic drivers,D6,165.0,7179.0
White drivers,D7,154.0,37769.0
Black drivers,D7,117.0,19533.0
Hispanic drivers,D7,45.0,4972.0
White drivers,E1,461.0,44446.0
Black drivers,E1,138.0,13079.0
Hispanic drivers,E1,83.0,4022.0
White drivers,E2,285.0,30835.0
Black drivers,E2,116.0,9166.0
Hispanic drivers,E2,53.0,3174.0
White drivers,E3,643.0,46589.0
Black drivers,E3,239.0,20639.0
Hispanic drivers,E3,73.0,4427.0
White drivers,E4,470.0,50016.0
Black drivers,E4,182.0,17500.0
Hispanic drivers,E4,99.0,5626.0
White drivers,E5,461.0,57309.0
Black drivers,E5,60.0,7306.0
Hispanic drivers,E5,57.0,5419.0
White drivers,E6,412.0,40269.0
Black drivers,E6,199.0,19194.0
Hispanic drivers,E6,80.0,4179.0
White drivers,E7,305.0,36475.0
Black drivers,E7,60.0,6342.0
Hispanic drivers,E7,49.0,3706.0
White drivers,F1,122.0,41884.0
Black drivers,F1,18.0,4092.0
Hispanic drivers,F1,18.0,2110.0
White drivers,F2,71.0,71734.0
Black drivers,F2,9.0,4425.0
Hispanic drivers,F2,11.0,5792.0
White drivers,F3,195.0,65727.0
Black drivers,F3,18.0,3795.0
Hispanic drivers,F3,19.0,2361.0
White drivers,F4,675.0,84959.0
Black drivers,F4,113.0,16057.0
Hispanic drivers,F4,70.0,6579.0
White drivers,F5,652.0,85722.0
Black drivers,F5,91.0,12644.0
Hispanic drivers,F5,90.0,9177.0
White drivers,G1,83.0,45276.0
Black drivers,G1,5.0,1658.0
Hispanic drivers,G1,9.0,2303.0
White drivers,G2,321.0,50034.0
Black drivers,G2,60.0,6305.0
Hispanic drivers,G2,44.0,2711.0
White drivers,G3,249.0,63204.0
Black drivers,G3,28.0,8177.0
Hispanic drivers,G3,40.0,6480.0
White drivers,G4,826.0,52479.0
Black drivers,G4,94.0,5412.0
Hispanic drivers,G4,78.0,3286.0
White drivers,G5,191.0,53548.0
Black drivers,G5,11.0,5605.0
Hispanic drivers,G5,28.0,3437.0
White drivers,G6,747.0,60208.0
Black drivers,G6,28.0,2095.0
Hispanic drivers,G6,34.0,2638.0
White drivers,H1,686.0,35800.0
Black drivers,H1,322.0,13319.0
Hispanic drivers,H1,72.0,2674.0
White drivers,H2,395.0,21252.0
Black drivers,H2,500.0,14314.0
Hispanic drivers,H2,102.0,1692.0
White drivers,H3,488.0,42451.0
Black drivers,H3,303.0,22571.0
Hispanic drivers,H3,81.0,4524.0
White drivers,H4,396.0,26765.0
Black drivers,H4,229.0,11107.0
Hispanic drivers,H4,23.0,1598.0
White drivers,H5,743.0,64411.0
Black drivers,H5,628.0,50071.0
Hispanic drivers,H5,214.0,9375.0
White drivers,H6,65.0,19760.0
Black drivers,H6,85.0,11112.0
Hispanic drivers,H6,26.0,3058.0
White drivers,39001,102.0,17219.0
Black drivers,39001,1.0,569.0
Hispanic drivers,39001,0.0,88.0
White drivers,39003,167.0,52831.0
Black drivers,39003,129.0,12266.0
Hispanic drivers,39003,5.0,977.0
White drivers,39005,125.0,63468.0
Black drivers,39005,75.0,9857.0
Hispanic drivers,39005,5.0,1269.0
White drivers,39007,243.0,48232.0
Black drivers,39007,56.0,3561.0
Hispanic drivers,39007,13.0,1357.0
White drivers,39009,316.0,56084.0
Black drivers,39009,46.0,4031.0
Hispanic drivers,39009,2.0,518.0
White drivers,39011,74.0,49861.0
Black drivers,39011,27.0,5988.0
Hispanic drivers,39011,2.0,756.0
White drivers,39013,357.0,57247.0
Black drivers,39013,43.0,4270.0
Hispanic drivers,39013,0.0,655.0
White drivers,39015,202.0,40834.0
Black drivers,39015,6.0,1356.0
Hispanic drivers,39015,1.0,249.0
White drivers,39017,722.0,68337.0
Black drivers,39017,328.0,15525.0
Hispanic drivers,39017,51.0,2524.0
White drivers,39019,20.0,7427.0
Black drivers,39019,3.0,139.0
Hispanic drivers,39019,0.0,82.0
White drivers,39021,19.0,7283.0
Black drivers,39021,4.0,392.0
Hispanic drivers,39021,0.0,54.0
White drivers,39023,277.0,37591.0
Black drivers,39023,189.0,8964.0
Hispanic drivers,39023,13.0,1012.0
White drivers,39025,584.0,84290.0
Black drivers,39025,51.0,3731.0
Hispanic drivers,39025,8.0,804.0
White drivers,39027,147.0,43593.0
Black drivers,39027,20.0,6470.0
Hispanic drivers,39027,6.0,1294.0
White drivers,39029,159.0,48859.0
Black drivers,39029,32.0,2478.0
Hispanic drivers,39029,1.0,384.0
White drivers,39031,11.0,9334.0
Black drivers,39031,0.0,350.0
Hispanic drivers,39031,0.0,39.0
White drivers,39033,202.0,38672.0
Black drivers,39033,27.0,2281.0
Hispanic drivers,39033,1.0,415.0
White drivers,39035,785.0,88524.0
Black drivers,39035,1485.0,44983.0
Hispanic drivers,39035,103.0,5832.0
White drivers,39037,13.0,7629.0
Black drivers,39037,1.0,183.0
Hispanic drivers,39037,0.0,56.0
White drivers,39039,43.0,34575.0
Black drivers,39039,5.0,2592.0
Hispanic drivers,39039,6.0,1793.0
White drivers,39041,180.0,71038.0
Black drivers,39041,62.0,10270.0
Hispanic drivers,39041,12.0,1689.0
White drivers,39043,179.0,75465.0
Black drivers,39043,123.0,13486.0
Hispanic drivers,39043,11.0,2770.0
White drivers,39045,411.0,60402.0
Black drivers,39045,62.0,5279.0
Hispanic drivers,39045,2.0,611.0
White drivers,39047,33.0,12071.0
Black drivers,39047,9.0,1862.0
Hispanic drivers,39047,0.0,256.0
White drivers,39049,968.0,126407.0
Black drivers,39049,631.0,48500.0
Hispanic drivers,39049,153.0,6695.0
White drivers,39051,50.0,33383.0
Black drivers,39051,8.0,4086.0
Hispanic drivers,39051,5.0,2294.0
White drivers,39053,430.0,44139.0
Black drivers,39053,54.0,4273.0
Hispanic drivers,39053,3.0,512.0
White drivers,39055,36.0,23277.0
Black drivers,39055,10.0,1587.0
Hispanic drivers,39055,0.0,218.0
White drivers,39057,133.0,52105.0
Black drivers,39057,81.0,9777.0
Hispanic drivers,39057,4.0,839.0
White drivers,39059,306.0,58516.0
Black drivers,39059,68.0,7534.0
Hispanic drivers,39059,7.0,1703.0
White drivers,39061,389.0,100455.0
Black drivers,39061,378.0,28350.0
Hispanic drivers,39061,16.0,2459.0
White drivers,39063,134.0,54247.0
Black drivers,39063,108.0,7583.0
Hispanic drivers,39063,15.0,1664.0
White drivers,39065,38.0,10410.0
Black drivers,39065,6.0,594.0
Hispanic drivers,39065,0.0,138.0
White drivers,39067,42.0,16357.0
Black drivers,39067,9.0,680.0
Hispanic drivers,39067,0.0,233.0
White drivers,39069,6.0,9274.0
Black drivers,39069,0.0,490.0
Hispanic drivers,39069,3.0,483.0
White drivers,39071,156.0,17598.0
Black drivers,39071,6.0,478.0
Hispanic drivers,39071,0.0,51.0
White drivers,39073,82.0,13933.0
Black drivers,39073,15.0,750.0
Hispanic drivers,39073,0.0,98.0
White drivers,39075,9.0,6959.0
Black drivers,39075,0.0,79.0
Hispanic drivers,39075,0.0,39.0
White drivers,39077,100.0,38230.0
Black drivers,39077,10.0,1617.0
Hispanic drivers,39077,2.0,899.0
White drivers,39079,480.0,56479.0
Black drivers,39079,113.0,5121.0
Hispanic drivers,39079,4.0,798.0
White drivers,39081,405.0,38115.0
Black drivers,39081,133.0,3297.0
Hispanic drivers,39081,0.0,267.0
White drivers,39083,76.0,29143.0
Black drivers,39083,1.0,686.0
Hispanic drivers,39083,0.0,171.0
White drivers,39085,196.0,41608.0
Black drivers,39085,73.0,3712.0
Hispanic drivers,39085,8.0,1271.0
White drivers,39087,646.0,49418.0
Black drivers,39087,43.0,2170.0
Hispanic drivers,39087,0.0,264.0
White drivers,39089,502.0,68794.0
Black drivers,39089,69.0,7819.0
Hispanic drivers,39089,3.0,1263.0
White drivers,39091,87.0,25593.0
Black drivers,39091,16.0,2217.0
Hispanic drivers,39091,2.0,340.0
White drivers,39093,645.0,92077.0
Black drivers,39093,509.0,21801.0
Hispanic drivers,39093,98.0,8705.0
White drivers,39095,722.0,99894.0
Black drivers,39095,699.0,29613.0
Hispanic drivers,39095,71.0,5776.0
White drivers,39097,165.0,51066.0
Black drivers,39097,55.0,9387.0
Hispanic drivers,39097,14.0,1914.0
White drivers,39099,305.0,99283.0
Black drivers,39099,253.0,20454.0
Hispanic drivers,39099,21.0,2548.0
White drivers,39101,462.0,58218.0
Black drivers,39101,108.0,5877.0
Hispanic drivers,39101,11.0,831.0
White drivers,39103,125.0,58815.0
Black drivers,39103,80.0,10263.0
Hispanic drivers,39103,9.0,2264.0
White drivers,39105,84.0,25914.0
Black drivers,39105,10.0,2363.0
Hispanic drivers,39105,0.0,294.0
White drivers,39107,22.0,22376.0
Black drivers,39107,3.0,784.0
Hispanic drivers,39107,0.0,262.0
White drivers,39109,155.0,40515.0
Black drivers,39109,58.0,6051.0
Hispanic drivers,39109,3.0,618.0
White drivers,39111,7.0,3465.0
Black drivers,39111,0.0,45.0
Hispanic drivers,39111,0.0,24.0
White drivers,39113,647.0,63930.0
Black drivers,39113,412.0,25356.0
Hispanic drivers,39113,13.0,1660.0
White drivers,39115,4.0,2413.0
Black drivers,39115,1.0,66.0
Hispanic drivers,39115,0.0,2.0
White drivers,39117,130.0,41340.0
Black drivers,39117,34.0,5364.0
Hispanic drivers,39117,2.0,678.0
White drivers,39119,214.0,54980.0
Black drivers,39119,56.0,5515.0
Hispanic drivers,39119,5.0,754.0
White drivers,39121,29.0,8510.0
Black drivers,39121,4.0,609.0
Hispanic drivers,39121,1.0,78.0
White drivers,39123,44.0,22998.0
Black drivers,39123,19.0,2381.0
Hispanic drivers,39123,4.0,664.0
White drivers,39125,23.0,16996.0
Black drivers,39125,5.0,1519.0
Hispanic drivers,39125,1.0,600.0
White drivers,39127,49.0,6045.0
Black drivers,39127,0.0,103.0
Hispanic drivers,39127,0.0,11.0
White drivers,39129,368.0,47883.0
Black drivers,39129,44.0,4244.0
Hispanic drivers,39129,13.0,489.0
White drivers,39131,188.0,19629.0
Black drivers,39131,21.0,898.0
Hispanic drivers,39131,2.0,106.0
White drivers,39133,315.0,97560.0
Black drivers,39133,124.0,12415.0
Hispanic drivers,39133,4.0,1544.0
White drivers,39135,112.0,24270.0
Black drivers,39135,28.0,3365.0
Hispanic drivers,39135,24.0,1675.0
White drivers,39137,8.0,6007.0
Black drivers,39137,1.0,192.0
Hispanic drivers,39137,2.0,204.0
White drivers,39139,558.0,72857.0
Black drivers,39139,254.0,11756.0
Hispanic drivers,39139,12.0,1106.0
White drivers,39141,483.0,53340.0
Black drivers,39141,80.0,3999.0
Hispanic drivers,39141,2.0,386.0
White drivers,39143,131.0,78702.0
Black drivers,39143,101.0,11749.0
Hispanic drivers,39143,18.0,4349.0
White drivers,39145,935.0,59266.0
Black drivers,39145,159.0,2788.0
Hispanic drivers,39145,5.0,311.0
White drivers,39147,43.0,16135.0
Black drivers,39147,8.0,855.0
Hispanic drivers,39147,5.0,380.0
White drivers,39149,53.0,23346.0
Black drivers,39149,27.0,3638.0
Hispanic drivers,39149,2.0,373.0
White drivers,39151,485.0,65138.0
Black drivers,39151,342.0,11626.0
Hispanic drivers,39151,12.0,907.0
White drivers,39153,342.0,69227.0
Black drivers,39153,286.0,18102.0
Hispanic drivers,39153,4.0,1679.0
White drivers,39155,483.0,93935.0
Black drivers,39155,328.0,18582.0
Hispanic drivers,39155,12.0,2515.0
White drivers,39157,144.0,52867.0
Black drivers,39157,27.0,3014.0
Hispanic drivers,39157,3.0,791.0
White drivers,39159,118.0,29407.0
Black drivers,39159,15.0,2610.0
Hispanic drivers,39159,2.0,450.0
White drivers,39161,18.0,30268.0
Black drivers,39161,4.0,1903.0
Hispanic drivers,39161,0.0,654.0
White drivers,39163,120.0,14500.0
Black drivers,39163,3.0,299.0
Hispanic drivers,39163,0.0,49.0
White drivers,39165,342.0,80593.0
Black drivers,39165,145.0,13597.0
Hispanic drivers,39165,20.0,2397.0
White drivers,39167,161.0,53807.0
Black drivers,39167,29.0,3251.0
Hispanic drivers,39167,5.0,573.0
White drivers,39169,184.0,57810.0
Black drivers,39169,43.0,4010.0
Hispanic drivers,39169,6.0,955.0
White drivers,39171,44.0,39302.0
Black drivers,39171,9.0,2907.0
Hispanic drivers,39171,5.0,1786.0
White drivers,39173,230.0,65294.0
Black drivers,39173,189.0,13732.0
Hispanic drivers,39173,28.0,3022.0
White drivers,39175,78.0,33454.0
Black drivers,39175,37.0,4760.0
Hispanic drivers,39175,0.0,615.0
White drivers,Zone K1,150.0,7345.0
Black drivers,Zone K1,36.0,969.0
Hispanic drivers,Zone K1,33.0,631.0
White drivers,Zone K2,741.0,39535.0
Black drivers,Zone K2,207.0,6988.0
Hispanic drivers,Zone K2,284.0,5915.0
White drivers,Zone K3,935.0,38197.0
Black drivers,Zone K3,297.0,8058.0
Hispanic drivers,Zone K3,280.0,6476.0
White drivers,Zone X1,134.0,4940.0
Black drivers,Zone X1,52.0,854.0
Hispanic drivers,Zone X1,86.0,1100.0
White drivers,Zone X3,700.0,33520.0
Black drivers,Zone X3,413.0,7291.0
Hispanic drivers,Zone X3,458.0,8075.0
White drivers,Zone X4,1031.0,36271.0
Black drivers,Zone X4,682.0,11820.0
Hispanic drivers,Zone X4,757.0,11706.0
White drivers,45001,150.0,11895.0
Black drivers,45001,159.0,7319.0
Hispanic drivers,45001,6.0,269.0
White drivers,45003,2100.0,69390.0
Black drivers,45003,1245.0,41437.0
Hispanic drivers,45003,374.0,5447.0
White drivers,45005,32.0,5262.0
Black drivers,45005,183.0,8262.0
Hispanic drivers,45005,10.0,210.0
White drivers,45007,3271.0,140741.0
Black drivers,45007,1322.0,42440.0
Hispanic drivers,45007,254.0,5930.0
White drivers,45009,96.0,11248.0
Black drivers,45009,350.0,13630.0
Hispanic drivers,45009,11.0,236.0
White drivers,45011,239.0,14992.0
Black drivers,45011,436.0,14194.0
Hispanic drivers,45011,31.0,369.0
White drivers,45013,1198.0,47626.0
Black drivers,45013,380.0,21766.0
Hispanic drivers,45013,575.0,6537.0
White drivers,45015,1295.0,49169.0
Black drivers,45015,566.0,26711.0
Hispanic drivers,45015,247.0,3815.0
White drivers,45017,128.0,8176.0
Black drivers,45017,218.0,8081.0
Hispanic drivers,45017,38.0,425.0
White drivers,45019,758.0,30330.0
Black drivers,45019,590.0,23913.0
Hispanic drivers,45019,265.0,3206.0
White drivers,45021,1321.0,69320.0
Black drivers,45021,626.0,25731.0
Hispanic drivers,45021,135.0,3043.0
White drivers,45023,726.0,36245.0
Black drivers,45023,682.0,26320.0
Hispanic drivers,45023,91.0,1238.0
White drivers,45025,423.0,24858.0
Black drivers,45025,305.0,13662.0
Hispanic drivers,45025,34.0,798.0
White drivers,45029,254.0,26378.0
Black drivers,45029,195.0,14484.0
Hispanic drivers,45029,54.0,1282.0
White drivers,45031,1227.0,42862.0
Black drivers,45031,1403.0,30266.0
Hispanic drivers,45031,58.0,1068.0
White drivers,45035,718.0,52578.0
Black drivers,45035,496.0,34084.0
Hispanic drivers,45035,70.0,4667.0
White drivers,45037,284.0,14007.0
Black drivers,45037,357.0,13290.0
Hispanic drivers,45037,91.0,850.0
White drivers,45039,294.0,19697.0
Black drivers,45039,415.0,22707.0
Hispanic drivers,45039,60.0,803.0
White drivers,45041,1996.0,68076.0
Black drivers,45041,1997.0,53941.0
Hispanic drivers,45041,152.0,3158.0
White drivers,45043,990.0,38354.0
Black drivers,45043,404.0,20140.0
Hispanic drivers,45043,76.0,1203.0
White drivers,45045,2505.0,206453.0
Black drivers,45045,1394.0,78152.0
Hispanic drivers,45045,833.0,22947.0
White drivers,45047,1127.0,52198.0
Black drivers,45047,1025.0,34499.0
Hispanic drivers,45047,159.0,2754.0
White drivers,45049,147.0,9324.0
Black drivers,45049,313.0,11457.0
Hispanic drivers,45049,11.0,224.0
White drivers,45051,5534.0,209856.0
Black drivers,45051,1597.0,51430.0
Hispanic drivers,45051,1364.0,9239.0
White drivers,45053,330.0,19220.0
Black drivers,45053,219.0,16412.0
Hispanic drivers,45053,288.0,3426.0
White drivers,45055,747.0,45876.0
Black drivers,45055,599.0,29800.0
Hispanic drivers,45055,158.0,2135.0
White drivers,45057,977.0,47153.0
Black drivers,45057,548.0,20250.0
Hispanic drivers,45057,113.0,1947.0
White drivers,45059,650.0,55152.0
Black drivers,45059,529.0,27784.0
Hispanic drivers,45059,199.0,2930.0
White drivers,45061,100.0,12086.0
Black drivers,45061,242.0,15317.0
Hispanic drivers,45061,13.0,491.0
White drivers,45063,2270.0,115726.0
Black drivers,45063,973.0,48172.0
Hispanic drivers,45063,340.0,6340.0
White drivers,45065,50.0,4214.0
Black drivers,45065,89.0,4139.0
Hispanic drivers,45065,0.0,86.0
White drivers,45067,299.0,24023.0
Black drivers,45067,406.0,17529.0
Hispanic drivers,45067,58.0,944.0
White drivers,45069,271.0,13575.0
Black drivers,45069,396.0,10980.0
Hispanic drivers,45069,7.0,306.0
White drivers,45071,536.0,34613.0
Black drivers,45071,478.0,22394.0
Hispanic drivers,45071,147.0,2143.0
White drivers,45073,450.0,54761.0
Black drivers,45073,62.0,6167.0
Hispanic drivers,45073,39.0,2158.0
White drivers,45075,741.0,35444.0
Black drivers,45075,2031.0,67042.0
Hispanic drivers,45075,128.0,1921.0
White drivers,45077,737.0,67796.0
Black drivers,45077,120.0,7311.0
Hispanic drivers,45077,66.0,2538.0
White drivers,45079,1570.0,88686.0
Black drivers,45079,2754.0,108896.0
Hispanic drivers,45079,582.0,6572.0
White drivers,45081,402.0,18187.0
Black drivers,45081,310.0,11683.0
Hispanic drivers,45081,283.0,2979.0
White drivers,45083,1621.0,155846.0
Black drivers,45083,663.0,53430.0
Hispanic drivers,45083,334.0,10371.0
White drivers,45085,855.0,32370.0
Black drivers,45085,2220.0,44119.0
Hispanic drivers,45085,216.0,1430.0
White drivers,45087,182.0,14830.0
Black drivers,45087,135.0,8553.0
Hispanic drivers,45087,9.0,246.0
White drivers,45089,281.0,9800.0
Black drivers,45089,957.0,20260.0
Hispanic drivers,45089,15.0,183.0
White drivers,45091,2154.0,137736.0
Black drivers,45091,854.0,56307.0
Hispanic drivers,45091,225.0,5976.0
White drivers,50001,208.0,20287.0
Black drivers,50001,5.0,315.0
Hispanic drivers,50001,1.0,168.0
White drivers,50003,143.0,19870.0
Black drivers,50003,9.0,372.0
Hispanic drivers,50003,0.0,181.0
White drivers,50005,109.0,14226.0
Black drivers,50005,3.0,174.0
Hispanic drivers,50005,0.0,95.0
White drivers,50007,281.0,22579.0
Black drivers,50007,13.0,625.0
Hispanic drivers,50007,4.0,240.0
White drivers,50009,11.0,1100.0
Black drivers,50009,0.0,5.0
Hispanic drivers,50009,0.0,2.0
White drivers,50011,418.0,17609.0
Black drivers,50011,7.0,282.0
Hispanic drivers,50011,6.0,95.0
White drivers,50015,190.0,8236.0
Black drivers,50015,5.0,85.0
Hispanic drivers,50015,0.0,37.0
White drivers,50017,185.0,22342.0
Black drivers,50017,4.0,398.0
Hispanic drivers,50017,5.0,225.0
White drivers,50019,21.0,9623.0
Black drivers,50019,0.0,73.0
Hispanic drivers,50019,1.0,45.0
White drivers,50021,240.0,20102.0
Black drivers,50021,18.0,383.0
Hispanic drivers,50021,1.0,119.0
White drivers,50023,308.0,22615.0
Black drivers,50023,4.0,563.0
Hispanic drivers,50023,1.0,247.0
White drivers,50025,440.0,32085.0
Black drivers,50025,31.0,1099.0
Hispanic drivers,50025,15.0,619.0
White drivers,50027,248.0,31901.0
Black drivers,50027,17.0,921.0
Hispanic drivers,50027,4.0,355.0
White drivers,55001,7.0,616.0
Black drivers,55001,0.0,10.0
Hispanic drivers,55001,0.0,19.0
White drivers,55003,30.0,2710.0
Black drivers,55003,1.0,31.0
Hispanic drivers,55003,0.0,20.0
White drivers,55005,137.0,8672.0
Black drivers,55005,4.0,122.0
Hispanic drivers,55005,9.0,132.0
White drivers,55007,37.0,5085.0
Black drivers,55007,1.0,46.0
Hispanic drivers,55007,0.0,28.0
White drivers,55009,261.0,14551.0
Black drivers,55009,28.0,648.0
Hispanic drivers,55009,42.0,772.0
White drivers,55011,39.0,7152.0
Black drivers,55011,3.0,69.0
Hispanic drivers,55011,6.0,99.0
White drivers,55013,83.0,4416.0
Black drivers,55013,3.0,45.0
Hispanic drivers,55013,2.0,27.0
White drivers,55015,17.0,814.0
Black drivers,55015,0.0,19.0
Hispanic drivers,55015,1.0,33.0
White drivers,55017,95.0,15393.0
Black drivers,55017,7.0,220.0
Hispanic drivers,55017,2.0,182.0
White drivers,55019,29.0,4689.0
Black drivers,55019,0.0,71.0
Hispanic drivers,55019,6.0,91.0
White drivers,55021,387.0,20547.0
Black drivers,55021,108.0,1842.0
Hispanic drivers,55021,57.0,1231.0
White drivers,55023,38.0,6689.0
Black drivers,55023,2.0,73.0
Hispanic drivers,55023,1.0,46.0
White drivers,55025,578.0,40729.0
Black drivers,55025,232.0,5388.0
Hispanic drivers,55025,87.0,2948.0
White drivers,55027,88.0,14254.0
Black drivers,55027,16.0,524.0
Hispanic drivers,55027,10.0,548.0
White drivers,55029,7.0,1931.0
Black drivers,55029,0.0,22.0
Hispanic drivers,55029,2.0,48.0
White drivers,55031,269.0,17064.0
Black drivers,55031,15.0,310.0
Hispanic drivers,55031,2.0,150.0
White drivers,55033,314.0,25184.0
Black drivers,55033,76.0,2349.0
Hispanic drivers,55033,17.0,945.0
White drivers,55035,349.0,28488.0
Black drivers,55035,75.0,2286.0
Hispanic drivers,55035,12.0,935.0
White drivers,55039,159.0,20561.0
Black drivers,55039,56.0,1521.0
Hispanic drivers,55039,12.0,890.0
White drivers,55041,44.0,2028.0
Black drivers,55041,0.0,9.0
Hispanic drivers,55041,0.0,18.0
White drivers,55043,171.0,13558.0
Black drivers,55043,10.0,242.0
Hispanic drivers,55043,4.0,162.0
White drivers,55045,26.0,7291.0
Black drivers,55045,2.0,190.0
